iShares® iBonds® Dec 2023 Term Muni Bond ETF
Fund Holdings as of,"Dec 31, 2021"
Inception Date,"Apr 11, 2017"
Shares Outstanding,"13,400,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Par Value,CUSIP,ISIN,SEDOL,Price,Location,Exchange,Currency,Duration,YTM (%),FX Rate,Maturity,Coupon (%),Mod. Duration,Yield to Call (%),Yield to Worst (%),Real Duration,Real YTM (%),Market Currency,Accrual Date,Effective Date
"MASSACHUSETTS ST","State Tax-Backed","Fixed Income","109,594.45","0.03","109,594.45","100,000.00","57582RDS2","US57582RDS22","-","107.09","United States","-","USD","1.43","0.26","1.00","Jul 01, 2023","5.00","1.43","-","0.26","1.43","0.26","USD","Jul 16, 2015","Jul 16, 2015"
"VERMONT ST","State Tax-Backed","Fixed Income","109,622.24","0.03","109,622.24","100,000.00","9242582B1","US9242582B18","-","107.73","United States","-","USD","1.55","0.22","1.00","Aug 15, 2023","5.00","1.55","-","0.22","1.55","0.22","USD","Sep 13, 2017","Sep 13, 2017"
"COAST CMNTY COLLEGE DIST CALIF","School Districts","Fixed Income","109,589.34","0.03","109,589.34","100,000.00","190335GB9","US190335GB97","-","107.51","United States","-","USD","1.51","0.25","1.00","Aug 01, 2023","5.00","1.51","-","0.25","1.51","0.25","USD","May 29, 2013","May 29, 2013"
"MINNESOTA ST","State Tax-Backed","Fixed Income","109,589.34","0.03","109,589.34","100,000.00","6041294G8","US6041294G86","-","107.51","United States","-","USD","1.51","0.25","1.00","Aug 01, 2023","5.00","1.51","-","0.25","1.51","0.25","USD","Aug 21, 2014","Aug 21, 2014"
"WISCONSIN ST TRANSN REV","State Tax-Backed","Fixed Income","109,563.28","0.03","109,563.28","100,000.00","977123J82","US977123J825","-","107.06","United States","-","USD","1.43","0.28","1.00","Jul 01, 2023","5.00","1.43","-","0.28","1.43","0.28","USD","Dec 10, 2014","Dec 10, 2014"
"SAN MATEO CNTY CALIF JT PWRS F","Local Tax-Backed","Fixed Income","109,576.65","0.03","109,576.65","100,000.00","79904NFB1","US79904NFB10","-","107.27","United States","-","USD","1.47","0.26","1.00","Jul 15, 2023","5.00","1.47","-","0.26","1.47","0.26","USD","Jan 28, 2016","Jan 28, 2016"
"WASHINGTON ST","State Tax-Backed","Fixed Income","109,556.35","0.03","109,556.35","100,000.00","93974DX94","US93974DX943","-","107.47","United States","-","USD","1.51","0.27","1.00","Aug 01, 2023","5.00","1.51","-","0.27","1.51","0.27","USD","Dec 20, 2017","Dec 20, 2017"
"HENRICO CNTY VA","Local Tax-Backed","Fixed Income","109,556.35","0.03","109,556.35","100,000.00","426056N86","US426056N867","-","107.47","United States","-","USD","1.51","0.27","1.00","Aug 01, 2023","5.00","1.51","-","0.27","1.51","0.27","USD","Jul 31, 2018","Jul 31, 2018"
"DALLAS TEX INDPT SCH DIST","School Districts","Fixed Income","109,537.62","0.03","109,537.62","100,000.00","235308UU5","US235308UU50","-","107.65","United States","-","USD","1.55","0.27","1.00","Aug 15, 2023","5.00","1.55","-","0.27","1.55","0.27","USD","Jul 23, 2014","Jul 15, 2014"
"PRINCE WILLIAM CNTY VA","Local Tax-Backed","Fixed Income","109,539.86","0.03","109,539.86","100,000.00","741751X48","US741751X480","-","107.46","United States","-","USD","1.51","0.28","1.00","Aug 01, 2023","5.00","1.51","-","0.28","1.51","0.28","USD","Aug 13, 2015","Aug 13, 2015"
"PLANO TEX","Local Tax-Backed","Fixed Income","109,551.16","0.03","109,551.16","100,000.00","727177RB5","US727177RB52","-","107.88","United States","-","USD","1.60","0.26","1.00","Sep 01, 2023","5.00","1.60","-","0.26","1.60","0.26","USD","Jun 01, 2016","Apr 15, 2016"
"UNIVERSITY TEX UNIV REVS","Education","Fixed Income","109,537.62","0.03","109,537.62","100,000.00","91514AGM1","US91514AGM18","-","107.65","United States","-","USD","1.55","0.27","1.00","Aug 15, 2023","5.00","1.55","-","0.27","1.55","0.27","USD","Jan 04, 2017","Dec 15, 2016"
"CALIFORNIA ST","State Tax-Backed","Fixed Income","109,539.86","0.03","109,539.86","100,000.00","13063DDS4","US13063DDS45","-","107.46","United States","-","USD","1.51","0.28","1.00","Aug 01, 2023","5.00","1.51","-","0.28","1.51","0.28","USD","Oct 26, 2017","Oct 26, 2017"
"NEW YORK N Y","Local Tax-Backed","Fixed Income","109,523.37","0.03","109,523.37","100,000.00","64966MP52","US64966MP529","-","107.44","United States","-","USD","1.51","0.29","1.00","Aug 01, 2023","5.00","1.51","-","0.29","1.51","0.29","USD","Mar 19, 2019","Mar 19, 2019"
"MARYLAND ST","State Tax-Backed","Fixed Income","109,539.86","0.03","109,539.86","100,000.00","574193RL4","US574193RL49","-","107.46","United States","-","USD","1.51","0.28","1.00","Aug 01, 2023","5.00","1.51","-","0.28","1.51","0.28","USD","Aug 28, 2019","Aug 28, 2019"
"MINNESOTA ST","State Tax-Backed","Fixed Income","109,511.12","0.03","109,511.12","100,000.00","604129S31","US604129S311","-","108.26","United States","-","USD","1.68","0.27","1.00","Oct 01, 2023","5.00","1.68","-","0.27","1.68","0.27","USD","Nov 06, 2013","Nov 06, 2013"
"DENTON TEX INDPT SCH DIST","School Districts","Fixed Income","109,486.90","0.03","109,486.90","100,000.00","249002CR5","US249002CR57","-","107.60","United States","-","USD","1.55","0.30","1.00","Aug 15, 2023","5.00","1.55","-","0.30","1.55","0.30","USD","Apr 21, 2015","Feb 15, 2015"
"CALIFORNIA ST FOR PREVIOUS ISS","State Tax-Backed","Fixed Income","109,498.97","0.03","109,498.97","100,000.00","13063CZQ6","US13063CZQ67","-","107.83","United States","-","USD","1.60","0.29","1.00","Sep 01, 2023","5.00","1.60","-","0.29","1.60","0.29","USD","Mar 17, 2016","Mar 17, 2016"
"ENERGY NORTHWEST WASH ELEC REV","Utility","Fixed Income","109,516.55","0.03","109,516.55","100,000.00","29270CQ57","US29270CQ578","-","107.02","United States","-","USD","1.43","0.31","1.00","Jul 01, 2023","5.00","1.43","-","0.31","1.43","0.31","USD","Apr 20, 2016","Apr 20, 2016"
"NEW HAMPSHIRE MUN BD BK","State Tax-Backed","Fixed Income","109,503.80","0.03","109,503.80","100,000.00","64465P2H0","US64465P2H06","-","107.61","United States","-","USD","1.55","0.29","1.00","Aug 15, 2023","5.00","1.55","-","0.29","1.55","0.29","USD","Jul 13, 2017","Jul 13, 2017"
"METROPOLITAN GOVT NASHVILLE &","Utility","Fixed Income","109,516.55","0.03","109,516.55","100,000.00","592098R41","US592098R413","-","107.02","United States","-","USD","1.43","0.31","1.00","Jul 01, 2023","5.00","1.43","-","0.31","1.43","0.31","USD","Nov 02, 2017","Nov 02, 2017"
"ARIZONA ST TRANSN BRD EXCISE T","State Tax-Backed","Fixed Income","109,516.55","0.03","109,516.55","100,000.00","040649MR3","US040649MR32","-","107.02","United States","-","USD","1.43","0.31","1.00","Jul 01, 2023","5.00","1.43","-","0.31","1.43","0.31","USD","Aug 23, 2018","Aug 23, 2018"
"VIRGINIA ST PUB SCH AUTH SCH F","School Districts","Fixed Income","109,490.41","0.03","109,490.41","100,000.00","92818HLN9","US92818HLN97","-","107.41","United States","-","USD","1.51","0.31","1.00","Aug 01, 2023","5.00","1.51","-","0.31","1.51","0.31","USD","Nov 06, 2018","Nov 06, 2018"
"JACKSONVILLE FLA SPL REV","Local Tax-Backed","Fixed Income","109,474.51","0.03","109,474.51","100,000.00","469487FS6","US469487FS69","-","108.22","United States","-","USD","1.68","0.28","1.00","Oct 01, 2023","5.00","1.68","-","0.28","1.68","0.28","USD","Dec 13, 2012","Dec 13, 2012"
"OHIO STATE","State Tax-Backed","Fixed Income","109,460.82","0.03","109,460.82","100,000.00","677521F68","US677521F680","-","107.99","United States","-","USD","1.64","0.30","1.00","Sep 15, 2023","5.00","1.63","-","0.30","1.63","0.30","USD","Mar 15, 2013","Mar 15, 2013"
"MANOR TEX INDPT SCH DIST","School Districts","Fixed Income","109,473.93","0.03","109,473.93","100,000.00","564096WJ0","US564096WJ03","-","107.39","United States","-","USD","1.51","0.32","1.00","Aug 01, 2023","5.00","1.51","-","0.32","1.51","0.32","USD","Sep 09, 2014","Aug 01, 2014"
"WEST VA WTR DEV AUTH INFRASTRU","Utility","Fixed Income","109,454.28","0.03","109,454.28","100,000.00","956724AJ7","US956724AJ72","-","106.95","United States","-","USD","1.43","0.35","1.00","Jul 01, 2023","5.00","1.43","-","0.35","1.43","0.35","USD","Oct 16, 2014","Oct 16, 2014"
"MECKLENBURG CNTY N C","Local Tax-Backed","Fixed Income","109,481.57","0.03","109,481.57","100,000.00","584002TW9","US584002TW93","-","107.81","United States","-","USD","1.60","0.30","1.00","Sep 01, 2023","5.00","1.60","-","0.30","1.60","0.30","USD","Oct 12, 2016","Oct 12, 2016"
"TARRANT CNTY TEX CULTURAL ED F","Prerefund/Escrow","Fixed Income","109,444.56","0.03","109,444.56","100,000.00","87638QGG8","US87638QGG82","-","107.56","United States","-","USD","1.55","0.33","1.00","Aug 15, 2023","5.00","1.55","-","0.33","1.55","0.33","USD","Mar 13, 2013","Mar 13, 2013"
"NEW YORK N Y CITY TRANSITIONAL","Local Tax-Backed","Fixed Income","109,430.81","0.03","109,430.81","100,000.00","64971WAV2","US64971WAV28","-","108.60","United States","-","USD","1.72","0.29","1.00","Nov 01, 2023","5.00","1.76","-","0.29","1.76","0.29","USD","Feb 04, 2014","Feb 04, 2014"
"HONOLULU HAWAII CITY & CNTY","Local Tax-Backed","Fixed Income","109,419.63","0.03","109,419.63","100,000.00","438670Y21","US438670Y215","-","108.17","United States","-","USD","1.68","0.31","1.00","Oct 01, 2023","5.00","1.68","-","0.31","1.68","0.31","USD","Apr 02, 2015","Apr 02, 2015"
"AUSTIN TX CMNTY CLG DIST PUBLIC FA","Local Tax-Backed","Fixed Income","109,424.52","0.03","109,424.52","100,000.00","052405CN5","US052405CN52","-","107.34","United States","-","USD","1.51","0.35","1.00","Aug 01, 2023","5.00","1.51","-","0.35","1.51","0.35","USD","Jun 03, 2015","May 01, 2015"
"SEATTLE WASH","Local Tax-Backed","Fixed Income","109,450.02","0.03","109,450.02","100,000.00","812627CZ8","US812627CZ81","-","108.62","United States","-","USD","1.77","0.28","1.00","Nov 01, 2023","5.00","1.76","-","0.28","1.76","0.28","USD","Jun 14, 2017","Jun 14, 2017"
"NEW YORK ST DORM AUTH REVENUESNON","Health","Fixed Income","109,438.72","0.03","109,438.72","100,000.00","64990C4K4","US64990C4K46","-","106.94","United States","-","USD","1.43","0.36","1.00","Jul 01, 2023","5.00","1.43","-","0.36","1.43","0.36","USD","Dec 20, 2017","Dec 20, 2017"
"NEW YORK N Y CITY TRANSITIONAL","Local Tax-Backed","Fixed Income","109,430.81","0.03","109,430.81","100,000.00","64971XMR6","US64971XMR60","-","108.60","United States","-","USD","1.77","0.29","1.00","Nov 01, 2023","5.00","1.76","-","0.29","1.76","0.29","USD","Dec 19, 2019","Dec 19, 2019"
"WYANDOTTE CNTY/KANS CITY KANS","Local Tax-Backed","Fixed Income","109,391.60","0.03","109,391.60","100,000.00","9826713K3","US9826713K35","-","107.31","United States","-","USD","1.51","0.37","1.00","Aug 01, 2023","5.00","1.51","-","0.37","1.51","0.37","USD","Feb 26, 2015","Feb 26, 2015"
"SEATTLE WASH","Local Tax-Backed","Fixed Income","109,405.39","0.03","109,405.39","100,000.00","8126264R7","US8126264R78","-","108.99","United States","-","USD","1.85","0.29","1.00","Dec 01, 2023","5.00","1.85","-","0.29","1.85","0.29","USD","May 21, 2015","May 21, 2015"
"OHIO ST","State Tax-Backed","Fixed Income","109,392.41","0.03","109,392.41","100,000.00","677522GV0","US677522GV01","-","108.56","United States","-","USD","1.77","0.31","1.00","Nov 01, 2023","5.00","1.76","-","0.31","1.76","0.31","USD","Nov 03, 2015","Nov 03, 2015"
"HILLSBOROUGH CNTY FLA SCH BRD","School Districts","Fixed Income","109,392.06","0.03","109,392.06","100,000.00","43232VUH2","US43232VUH22","-","106.89","United States","-","USD","1.43","0.39","1.00","Jul 01, 2023","5.00","1.43","-","0.39","1.43","0.39","USD","Nov 13, 2017","Nov 13, 2017"
"TAMPA FLA SALES TAX REV","Local Tax-Backed","Fixed Income","109,364.78","0.03","109,364.78","100,000.00","875232CP3","US875232CP38","-","108.11","United States","-","USD","1.68","0.34","1.00","Oct 01, 2023","5.00","1.68","-","0.34","1.68","0.34","USD","Sep 28, 2016","Sep 28, 2016"
"SAN FRANCISCO CALIF CITY & CNT","Utility","Fixed Income","109,373.22","0.03","109,373.22","100,000.00","79765RT66","US79765RT669","-","108.54","United States","-","USD","1.77","0.32","1.00","Nov 01, 2023","5.00","1.76","-","0.32","1.76","0.32","USD","Dec 13, 2017","Dec 13, 2017"
"CONNECTICUT ST","State Tax-Backed","Fixed Income","109,341.77","0.03","109,341.77","100,000.00","20772J3S9","US20772J3S98","-","108.29","United States","-","USD","1.72","0.35","1.00","Oct 15, 2023","5.00","1.72","-","0.35","1.72","0.35","USD","Oct 26, 2016","Oct 26, 2016"
"WEST VIRGINIA ST","State Tax-Backed","Fixed Income","109,324.98","0.03","109,324.98","100,000.00","956553YS4","US956553YS46","-","108.91","United States","-","USD","1.85","0.33","1.00","Dec 01, 2023","5.00","1.85","-","0.33","1.85","0.33","USD","Jun 07, 2018","Jun 07, 2018"
"COLORADO SPRINGS COLO UTILS RE","Utility","Fixed Income","109,330.66","0.03","109,330.66","100,000.00","196632V83","US196632V833","-","108.69","United States","-","USD","1.80","0.34","1.00","Nov 15, 2023","5.00","1.80","-","0.34","1.80","0.34","USD","Aug 18, 2020","Aug 18, 2020"
"OHIO ST HIGHER EDL FAC REV","Education","Fixed Income","109,304.90","0.03","109,304.90","100,000.00","67756BZR4","US67756BZR40","-","108.89","United States","-","USD","1.85","0.34","1.00","Dec 01, 2023","5.00","1.85","-","0.34","1.85","0.34","USD","Nov 28, 2012","Nov 28, 2012"
"SPOKANE & WHITMAN CNTYS WASH C","Local Tax-Backed","Fixed Income","109,304.90","0.03","109,304.90","100,000.00","848641HR0","US848641HR09","-","108.89","United States","-","USD","1.85","0.34","1.00","Dec 01, 2023","5.00","1.85","-","0.34","1.85","0.34","USD","May 18, 2016","May 18, 2016"
"CONNECTICUT ST SPL TAX OBLIG R","State Tax-Backed","Fixed Income","109,309.96","0.03","109,309.96","100,000.00","207758XX6","US207758XX66","-","108.06","United States","-","USD","1.68","0.37","1.00","Oct 01, 2023","5.00","1.68","-","0.37","1.68","0.37","USD","Oct 25, 2018","Oct 25, 2018"
"SNOHOMISH CNTY WASH","Local Tax-Backed","Fixed Income","109,284.81","0.03","109,284.81","100,000.00","833086AC5","US833086AC56","-","108.87","United States","-","USD","1.85","0.35","1.00","Dec 01, 2023","5.00","1.84","-","0.35","1.84","0.35","USD","Nov 12, 2020","Nov 12, 2020"
"WAYNE CNTY MICH ARPT AUTH REV","Transportation","Fixed Income","109,184.46","0.03","109,184.46","100,000.00","944514TT5","US944514TT53","-","108.77","United States","-","USD","1.85","0.40","1.00","Dec 01, 2023","5.00","1.84","-","0.40","1.84","0.40","USD","Oct 15, 2015","Oct 15, 2015"
"SOUTHWEST HIGHER ED AUTH INC T","Education","Fixed Income","109,109.30","0.03","109,109.30","100,000.00","845040KG8","US845040KG83","-","107.86","United States","-","USD","1.68","0.48","1.00","Oct 01, 2023","5.00","1.68","-","0.48","1.68","0.48","USD","May 27, 2016","May 27, 2016"
"MASSACHUSETTS ST","State Tax-Backed","Fixed Income","107,966.23","0.03","107,966.23","100,000.00","57582NUX1","-","-","106.22","United States","-","USD","1.52","0.26","1.00","Aug 01, 2023","4.20","1.52","-","0.26","1.52","0.26","USD","Jan 28, 2004","Jan 28, 2004"
"NEW JERSEY ST TRANSN TR FD AUTH","State Tax-Backed","Fixed Income","107,910.58","0.03","107,910.58","100,000.00","646135Z71","US646135Z719","-","107.66","United States","-","USD","1.41","0.47","1.00","Jun 15, 2023","5.75","1.41","-","0.47","1.41","0.47","USD","Sep 02, 2004","Sep 02, 2004"
"NEW YORK N Y CITY TRANSITIONAL","Local Tax-Backed","Fixed Income","107,568.70","0.03","107,568.70","100,000.00","64971WQ52","US64971WQ526","-","105.90","United States","-","USD","1.53","0.26","1.00","Aug 01, 2023","4.00","1.53","-","0.26","1.53","0.26","USD","Sep 22, 2016","Sep 22, 2016"
"ALBANY CNTY N Y","Local Tax-Backed","Fixed Income","107,536.05","0.03","107,536.05","100,000.00","01212PAU0","US01212PAU03","-","105.87","United States","-","USD","1.53","0.28","1.00","Aug 01, 2023","4.00","1.53","-","0.28","1.53","0.28","USD","Dec 28, 2017","Dec 28, 2017"
"CALIFORNIA ST","State Tax-Backed","Fixed Income","107,469.96","0.03","107,469.96","100,000.00","13063B5A6","US13063B5A62","-","106.47","United States","-","USD","1.70","0.29","1.00","Oct 01, 2023","4.00","1.69","-","0.29","1.69","0.29","USD","Apr 23, 2013","Apr 23, 2013"
"HONOLULU HAWAII CITY & CNTY","Local Tax-Backed","Fixed Income","107,433.77","0.03","107,433.77","100,000.00","4386704W8","US4386704W81","-","106.43","United States","-","USD","1.70","0.31","1.00","Oct 01, 2023","4.00","1.69","-","0.31","1.69","0.31","USD","Oct 26, 2016","Oct 26, 2016"
"VIRGINIA ST PUB SCH AUTH SPL O","School Districts","Fixed Income","107,433.77","0.03","107,433.77","100,000.00","92817TKW5","US92817TKW52","-","106.43","United States","-","USD","1.70","0.31","1.00","Oct 01, 2023","4.00","1.69","-","0.31","1.69","0.31","USD","Oct 15, 2020","Oct 15, 2020"
"VIRGINIA ST RES AUTH INFRASTRU","State Tax-Backed","Fixed Income","107,388.07","0.03","107,388.07","100,000.00","92818GQF3","US92818GQF36","-","106.72","United States","-","USD","1.78","0.32","1.00","Nov 01, 2023","4.00","1.77","-","0.32","1.77","0.32","USD","May 21, 2014","May 21, 2014"
"HAWAII ST HWY REV","State Tax-Backed","Fixed Income","107,282.14","0.03","107,282.14","100,000.00","41981CLJ7","US41981CLJ70","-","104.78","United States","-","USD","0.97","0.21","1.00","Jan 01, 2023","5.00","0.97","-","0.21","0.97","0.21","USD","Aug 14, 2014","Aug 14, 2014"
"MASSACHUSETTS ST","State Tax-Backed","Fixed Income","107,282.14","0.03","107,282.14","100,000.00","57582RRT5","US57582RRT58","-","104.78","United States","-","USD","0.97","0.21","1.00","Jan 01, 2023","5.00","0.97","-","0.21","0.97","0.21","USD","Jan 17, 2018","Jan 17, 2018"
"CALIFORNIA ST","State Tax-Backed","Fixed Income","107,255.44","0.03","107,255.44","100,000.00","13063BU26","US13063BU264","-","105.17","United States","-","USD","1.05","0.22","1.00","Feb 01, 2023","5.00","1.05","-","0.22","1.05","0.22","USD","Mar 27, 2013","Mar 27, 2013"
"HUDSON YDS INFRASTRUCTURE CORP","Local Tax-Backed","Fixed Income","107,229.96","0.03","107,229.96","100,000.00","44420RAD2","US44420RAD26","-","105.34","United States","-","USD","1.09","0.23","1.00","Feb 15, 2023","5.00","1.09","-","0.23","1.09","0.23","USD","May 30, 2017","May 30, 2017"
"OKLAHOMA ST CAPITOL IMPT AUTH","State Tax-Backed","Fixed Income","107,230.86","0.03","107,230.86","100,000.00","679088FT6","US679088FT65","-","104.73","United States","-","USD","0.97","0.26","1.00","Jan 01, 2023","5.00","0.97","-","0.26","0.97","0.26","USD","Oct 11, 2018","Oct 11, 2018"
"BAY AREA TOLL AUTH CALIF TOLL","Prerefund/Escrow","Fixed Income","107,222.35","0.03","107,222.35","100,000.00","072024TF9","US072024TF94","-","105.97","United States","-","USD","1.22","0.21","1.00","Apr 01, 2023","5.00","1.21","-","0.21","1.21","0.21","USD","Aug 06, 2013","Aug 06, 2013"
"UNIVERSITY CONN","State Tax-Backed","Fixed Income","107,206.83","0.03","107,206.83","100,000.00","914233C33","US914233C336","-","105.32","United States","-","USD","1.09","0.25","1.00","Feb 15, 2023","5.00","1.09","-","0.25","1.09","0.25","USD","Apr 16, 2015","Apr 16, 2015"
"NORTH TEX TWY AUTH REV","Transportation","Fixed Income","107,200.10","0.03","107,200.10","100,000.00","66285WNA0","US66285WNA08","-","104.70","United States","-","USD","0.97","0.29","1.00","Jan 01, 2023","5.00","0.97","-","0.29","0.97","0.29","USD","Apr 23, 2015","Apr 23, 2015"
"CITY OF SEATTLE WA DRAINAGE & WAST","Utility","Fixed Income","107,196.50","0.03","107,196.50","100,000.00","812631MK2","US812631MK23","-","105.95","United States","-","USD","1.22","0.23","1.00","Apr 01, 2023","5.00","1.21","-","0.23","1.21","0.23","USD","Jun 22, 2016","Jun 22, 2016"
"SALT LAKE CITY UTAH PUB UTILS","Local Tax-Backed","Fixed Income","107,221.99","0.03","107,221.99","100,000.00","795604AF4","US795604AF40","-","105.14","United States","-","USD","1.05","0.25","1.00","Feb 01, 2023","5.00","1.05","-","0.25","1.05","0.25","USD","Apr 05, 2017","Apr 05, 2017"
"NEW MEXICO ST","State Tax-Backed","Fixed Income","107,226.88","0.03","107,226.88","100,000.00","647293RX9","US647293RX97","-","105.56","United States","-","USD","1.13","0.23","1.00","Mar 01, 2023","5.00","1.13","-","0.23","1.13","0.23","USD","Jul 30, 2019","Jul 30, 2019"
"SEATTLE WA","Local Tax-Backed","Fixed Income","107,189.12","0.03","107,189.12","100,000.00","8126263V9","US8126263V99","-","106.77","United States","-","USD","1.38","0.21","1.00","Jun 01, 2023","5.00","1.38","-","0.21","1.38","0.21","USD","May 21, 2015","May 21, 2015"
"SAN DIEGO CNTY CALIF WTR AUTH","Utility","Fixed Income","107,191.93","0.03","107,191.93","100,000.00","797412CJ0","US797412CJ00","-","106.36","United States","-","USD","1.30","0.22","1.00","May 01, 2023","5.00","1.30","-","0.22","1.30","0.22","USD","Sep 22, 2015","Sep 22, 2015"
"CONROE TEX INDPT SCH DIST","School Districts","Fixed Income","107,183.72","0.03","107,183.72","100,000.00","208418YY3","US208418YY31","-","105.29","United States","-","USD","1.09","0.27","1.00","Feb 15, 2023","5.00","1.09","-","0.27","1.09","0.27","USD","Feb 01, 2016","Feb 01, 2016"
"OREGON ST FOR PREVIOUS ISSUES","State Tax-Backed","Fixed Income","107,164.29","0.03","107,164.29","100,000.00","68609BSG3","US68609BSG31","-","106.33","United States","-","USD","1.30","0.24","1.00","May 01, 2023","5.00","1.30","-","0.24","1.30","0.24","USD","May 25, 2016","May 25, 2016"
"CHICAGO ILL O HARE INTL ARPT R","Transportation","Fixed Income","107,179.61","0.03","107,179.61","100,000.00","167593B76","US167593B768","-","104.68","United States","-","USD","0.97","0.31","1.00","Jan 01, 2023","5.00","0.97","-","0.31","0.97","0.31","USD","Jun 28, 2017","Jun 28, 2017"
"WISCONSIN ST","State Tax-Backed","Fixed Income","107,164.29","0.03","107,164.29","100,000.00","97705MLD5","US97705MLD55","-","106.33","United States","-","USD","1.30","0.24","1.00","May 01, 2023","5.00","1.30","-","0.24","1.30","0.24","USD","Mar 15, 2018","Mar 15, 2018"
"UTAH ST BLDG OWNERSHIP AUTH LE","State Tax-Backed","Fixed Income","107,134.17","0.03","107,134.17","100,000.00","917547YF2","US917547YF26","-","106.50","United States","-","USD","1.33","0.26","1.00","May 15, 2023","5.00","1.34","-","0.26","1.34","0.26","USD","Apr 29, 2015","Apr 29, 2015"
"ALABAMA ST PUBLIC SCH & CLG AUTH","State Tax-Backed","Fixed Income","107,130.28","0.03","107,130.28","100,000.00","010609BW4","US010609BW47","-","106.71","United States","-","USD","1.38","0.25","1.00","Jun 01, 2023","5.00","1.38","-","0.25","1.38","0.25","USD","May 05, 2015","May 05, 2015"
"TEXAS ST","State Tax-Backed","Fixed Income","107,148.40","0.03","107,148.40","100,000.00","882723C64","US882723C649","-","106.51","United States","-","USD","1.33","0.24","1.00","May 15, 2023","5.00","1.34","-","0.24","1.34","0.24","USD","Nov 24, 2015","Nov 24, 2015"
"VIRGINIA ST","State Tax-Backed","Fixed Income","107,130.28","0.03","107,130.28","100,000.00","928109U47","US928109U474","-","106.71","United States","-","USD","1.38","0.25","1.00","Jun 01, 2023","5.00","1.38","-","0.25","1.38","0.25","USD","Nov 10, 2016","Nov 10, 2016"
"OREGON ST FOR PREVIOUS ISSUES","State Tax-Backed","Fixed Income","107,130.28","0.03","107,130.28","100,000.00","68609BZR1","US68609BZR13","-","106.71","United States","-","USD","1.38","0.25","1.00","Jun 01, 2023","5.00","1.38","-","0.25","1.38","0.25","USD","Feb 21, 2017","Feb 21, 2017"
"BAY AREA TOLL AUTH CALIF TOLL","Transportation","Fixed Income","107,131.89","0.03","107,131.89","100,000.00","072024UW0","US072024UW09","-","105.88","United States","-","USD","1.22","0.28","1.00","Apr 01, 2023","5.00","1.21","-","0.28","1.21","0.28","USD","Aug 23, 2017","Aug 23, 2017"
"UNIVERSITY CONN","Education","Fixed Income","107,141.23","0.03","107,141.23","100,000.00","914233N98","US914233N986","-","106.09","United States","-","USD","1.26","0.27","1.00","Apr 15, 2023","5.00","1.25","-","0.27","1.25","0.27","USD","May 03, 2018","May 03, 2018"
"WASHINGTON ST","State Tax-Backed","Fixed Income","107,130.28","0.03","107,130.28","100,000.00","93974EFX9","US93974EFX94","-","106.71","United States","-","USD","1.38","0.25","1.00","Jun 01, 2023","5.00","1.38","-","0.25","1.38","0.25","USD","Feb 26, 2020","Feb 26, 2020"
"CENTRAL TEX REGL MOBILITY AUTH","Transportation","Fixed Income","107,118.16","0.03","107,118.16","100,000.00","155498CM8","US155498CM86","-","104.62","United States","-","USD","0.97","0.37","1.00","Jan 01, 2023","5.00","0.97","-","0.37","0.97","0.37","USD","May 16, 2013","May 16, 2013"
"STAMFORD CONN","Local Tax-Backed","Fixed Income","107,100.89","0.03","107,100.89","100,000.00","852634PT5","US852634PT57","-","106.68","United States","-","USD","1.38","0.27","1.00","Jun 01, 2023","5.00","1.38","-","0.27","1.38","0.27","USD","Aug 13, 2019","Aug 13, 2019"
"MASSACHUSETTS ST COLLEGE BLDG","Education","Fixed Income","107,081.45","0.03","107,081.45","100,000.00","575832XR6","US575832XR64","-","106.25","United States","-","USD","1.30","0.30","1.00","May 01, 2023","5.00","1.30","-","0.30","1.30","0.30","USD","Dec 17, 2014","Dec 17, 2014"
"NORTH TEX MUN WTR DIST TEX REG","Utility","Fixed Income","107,056.81","0.03","107,056.81","100,000.00","66283ACV6","US66283ACV61","-","106.64","United States","-","USD","1.38","0.30","1.00","Jun 01, 2023","5.00","1.38","-","0.30","1.38","0.30","USD","Dec 18, 2014","Oct 01, 2014"
"SALEM OR","Local Tax-Backed","Fixed Income","107,056.81","0.03","107,056.81","100,000.00","794454U30","US794454U301","-","106.64","United States","-","USD","1.38","0.30","1.00","Jun 01, 2023","5.00","1.38","-","0.30","1.38","0.30","USD","Aug 24, 2017","Aug 24, 2017"
"UNIVERSITY NORTH TEX UNIV REV","Education","Fixed Income","107,021.31","0.03","107,021.31","100,000.00","914729RM2","US914729RM23","-","105.97","United States","-","USD","1.26","0.36","1.00","Apr 15, 2023","5.00","1.25","-","0.36","1.25","0.36","USD","Jan 31, 2017","Jan 01, 2017"
"TRIBOROUGH BRDG & TUNL AUTH N","Transportation","Fixed Income","106,947.21","0.03","106,947.21","100,000.00","89602NH23","US89602NH237","-","106.31","United States","-","USD","1.37","1.57","1.00","Nov 15, 2023","5.00","1.79","-","0.39","1.33","0.39","USD","Jan 29, 2013","Jan 29, 2013"
"UNIVERSITY N MEX UNIV REVS","Education","Fixed Income","106,836.79","0.03","106,836.79","100,000.00","914692U71","US914692U715","-","106.42","United States","-","USD","1.38","0.45","1.00","Jun 01, 2023","5.00","1.38","-","0.45","1.38","0.45","USD","Dec 02, 2014","Dec 02, 2014"
